SAV,INDICATOR_CODE,value_2016,value_2025,year_2025,index_2016,index_2025
Radviliškio r. sav.,ZNP,65.0,,,3.0,
Radviliškio r. sav.,RIP,4.73,,,1.0,
Radviliškio r. sav.,NII,170.0,,,3.0,
Radviliškio r. sav.,INI,,,,,
Radviliškio r. sav.,PVI,12.3,,,1.0,
Radviliškio r. sav.,KNI,263.00,,,1.0,
Radviliškio r. sav.,NG,,,,,
Radviliškio r. sav.,PVA,2.6,,,1.0,
Radviliškio r. sav.,STP,10.0,,,3.0,
Radviliškio r. sav.,KPO,4.9,,,1.0,
Šiaulių m. sav.,NL,5.3,,,3.0,
Šiaulių m. sav.,IBD,21.1,,,3.0,
Šiaulių m. sav.,LLS,132.7,,,1.0,
Šiaulių m. sav.,MPM,12.6,,,2.0,
Šiaulių m. sav.,MMA,75.3,,,2.0,
Šiaulių m. sav.,EIS,1.7,,,2.0,
Šiaulių m. sav.,VTP,76.2,,,3.0,
Šiaulių m. sav.,KGP,97.0,,,3.0,
Šiaulių m. sav.,OUP,0.08,,,2.0,
Šiaulių m. sav.,KPD,54.0,,,3.0,
Šiaulių m. sav.,GVT,96.0,,,3.0,
Šiaulių m. sav.,VBN,98.0,,,3.0,
Šiaulių m. sav.,CTS,36.0,,,2.0,
Šiaulių m. sav.,NZP,44.0,,,1.0,
Šiaulių m. sav.,VTD,16.00,,,1.0,
Šiaulių m. sav.,OIT,964.39,,,2.0,
Šiaulių m. sav.,EDD,,,,,
Šiaulių m. sav.,NDU,537.1,,,2.0,
Šiaulių m. sav.,TUI,1.0,,,1.0,
Šiaulių m. sav.,MIG,2.0,,,2.0,
Šiaulių m. sav.,PVG,6.2,,,2.0,
Šiaulių m. sav.,UGD,49.5,,,3.0,
Šiaulių m. sav.,NM,-0.02,,,1.0,
Šiaulių m. sav.,SLD,5.4,,,2.0,
Šiaulių m. sav.,DAG,62.0,,,2.0,
Šiaulių m. sav.,PAG,22.0,,,2.0,
Šiaulių m. sav.,USS,6.1,,,3.0,
Šiaulių m. sav.,GSM,-23.08,,,1.0,
Šiaulių m. sav.,GSK,,,,,
Šiaulių m. sav.,KGD,,,,,
Šiaulių m. sav.,M,6.0,,,1.0,
Šiaulių m. sav.,ZNP,15.0,,,1.0,
Šiaulių m. sav.,RIP,3.51,,,1.0,
Šiaulių m. sav.,NII,3.0,,,1.0,
Šiaulių m. sav.,INI,,,,,
Šiaulių m. sav.,PVI,102.3,,,3.0,
Šiaulių m. sav.,KNI,0.00,,,1.0,
Šiaulių m. sav.,NG,,,,,
Šiaulių m. sav.,PVA,13.0,,,3.0,
Šiaulių m. sav.,STP,19.0,,,3.0,
Šiaulių m. sav.,KPO,42.0,,,3.0,
Šiaulių r. sav.,NL,7.9,,,3.0,
Šiaulių r. sav.,IBD,29.8,,,2.0,
Šiaulių r. sav.,LLS,28.0,,,2.0,
Šiaulių r. sav.,MPM,16.8,,,3.0,
Šiaulių r. sav.,MMA,71.4,,,2.0,
Šiaulių r. sav.,EIS,1.3,,,3.0,
Šiaulių r. sav.,VTP,33.1,,,2.0,
Šiaulių r. sav.,KGP,27.0,,,2.0,
Šiaulių r. sav.,OUP,0.08,,,2.0,
Šiaulių r. sav.,KPD,24.0,,,1.0,
Šiaulių r. sav.,GVT,46.0,,,2.0,
Šiaulių r. sav.,VBN,40.0,,,1.0,
Šiaulių r. sav.,CTS,10.0,,,1.0,
Šiaulių r. sav.,NZP,45.0,,,1.0,
Šiaulių r. sav.,VTD,29.00,,,1.0,
Šiaulių r. sav.,OIT,258.89,,,3.0,
Šiaulių r. sav.,EDD,0.4,,,3.0,
Šiaulių r. sav.,NDU,482.6,,,1.0,
Šiaulių r. sav.,TUI,0.5,,,1.0,
Šiaulių r. sav.,MIG,1.1,,,1.0,
Šiaulių r. sav.,PVG,2.3,,,1.0,
Šiaulių r. sav.,UGD,46.7,,,3.0,
Šiaulių r. sav.,NM,0.0,,,3.0,
Šiaulių r. sav.,SLD,11.5,,,3.0,
Šiaulių r. sav.,DAG,62.0,,,2.0,
Šiaulių r. sav.,PAG,23.0,,,2.0,
Šiaulių r. sav.,USS,3.4,,,1.0,
Šiaulių r. sav.,GSM,-20.9,,,2.0,
Šiaulių r. sav.,GSK,-19.0,,,1.0,
Šiaulių r. sav.,KGD,16.53,,,2.0,
Šiaulių r. sav.,M,35.0,,,2.0,
Šiaulių r. sav.,ZNP,55.0,,,3.0,
Šiaulių r. sav.,RIP,5.22,,,1.0,
Šiaulių r. sav.,NII,55.0,,,1.0,
Šiaulių r. sav.,INI,,,,,
Šiaulių r. sav.,PVI,8.9,,,1.0,
Šiaulių r. sav.,KNI,434.00,,,2.0,
Šiaulių r. sav.,NG,,,,,
Šiaulių r. sav.,PVA,3.0,,,1.0,
Šiaulių r. sav.,STP,17.0,,,3.0,
Šiaulių r. sav.,KPO,7.5,,,2.0,
Jurbarko r. sav.,NL,13.4,,,1.0,
Jurbarko r. sav.,IBD,42.4,,,1.0,
Jurbarko r. sav.,LLS,66.0,,,3.0,
Jurbarko r. sav.,MPM,18.5,,,3.0,
Jurbarko r. sav.,MMA,69.1,,,1.0,
Jurbarko r. sav.,EIS,0.8,,,3.0,
Jurbarko r. sav.,VTP,17.6,,,1.0,
Jurbarko r. sav.,KGP,0.0,,,1.0,
Jurbarko r. sav.,OUP,0.06,,,3.0,
Jurbarko r. sav.,KPD,26.0,,,1.0,
Jurbarko r. sav.,GVT,66.0,,,2.0,
Jurbarko r. sav.,VBN,51.0,,,2.0,
Jurbarko r. sav.,CTS,12.0,,,1.0,
Jurbarko r. sav.,NZP,45.0,,,1.0,
Jurbarko r. sav.,VTD,35.00,,,2.0,
Jurbarko r. sav.,OIT,125.44,,,3.0,
Jurbarko r. sav.,EDD,1.5,,,2.0,
Jurbarko r. sav.,NDU,480.0,,,1.0,
Jurbarko r. sav.,TUI,0.0,,,1.0,
Jurbarko r. sav.,MIG,0.8,,,1.0,
Jurbarko r. sav.,PVG,2.1,,,1.0,
Jurbarko r. sav.,UGD,43.5,,,2.0,
Jurbarko r. sav.,NM,-0.02,,,1.0,
Jurbarko r. sav.,SLD,4.5,,,1.0,
Jurbarko r. sav.,DAG,60.0,,,1.0,
Jurbarko r. sav.,PAG,25.0,,,2.0,
Jurbarko r. sav.,USS,2.9,,,1.0,
Jurbarko r. sav.,GSM,-23.24,,,1.0,
Jurbarko r. sav.,GSK,-29.0,,,1.0,
Jurbarko r. sav.,KGD,12.1,,,2.0,
Jurbarko r. sav.,M,38.0,,,2.0,
Jurbarko r. sav.,ZNP,54.0,,,3.0,
Jurbarko r. sav.,RIP,4.72,,,1.0,
Jurbarko r. sav.,NII,48.0,,,1.0,
Jurbarko r. sav.,INI,,,,,
Jurbarko r. sav.,PVI,10.3,,,1.0,
Jurbarko r. sav.,KNI,157.00,,,1.0,
Jurbarko r. sav.,NG,,,,,
Jurbarko r. sav.,PVA,2.3,,,1.0,
Jurbarko r. sav.,STP,21.0,,,3.0,
Jurbarko r. sav.,KPO,4.6,,,1.0,
Pagėgių sav.,NL,10.0,,,2.0,
Pagėgių sav.,IBD,52.8,,,1.0,
Pagėgių sav.,LLS,19.8,,,2.0,
Pagėgių sav.,MPM,22.8,,,2.0,
Pagėgių sav.,MMA,65.6,,,1.0,
Pagėgių sav.,EIS,1.0,,,3.0,
Pagėgių sav.,VTP,20.2,,,1.0,
Pagėgių sav.,KGP,0.0,,,1.0,
Pagėgių sav.,OUP,0.07,,,2.0,
Pagėgių sav.,KPD,20.0,,,1.0,
Pagėgių sav.,GVT,64.0,,,2.0,
Pagėgių sav.,VBN,38.0,,,1.0,
Pagėgių sav.,CTS,,,,,
Pagėgių sav.,NZP,35.0,,,1.0,
Pagėgių sav.,VTD,55.00,,,2.0,
Pagėgių sav.,OIT,43.93,,,3.0,
Pagėgių sav.,EDD,0.8,,,3.0,
Pagėgių sav.,NDU,538.2,,,2.0,
Pagėgių sav.,TUI,0.0,,,1.0,
Pagėgių sav.,MIG,1.6,,,2.0,
Pagėgių sav.,PVG,1.1,,,1.0,
Pagėgių sav.,UGD,42.8,,,2.0,
Pagėgių sav.,NM,-0.03,,,1.0,
Pagėgių sav.,SLD,5.3,,,2.0,
Pagėgių sav.,DAG,62.0,,,2.0,
Pagėgių sav.,PAG,21.0,,,3.0,
Pagėgių sav.,USS,3.0,,,1.0,
Pagėgių sav.,GSM,-25.46,,,1.0,
Pagėgių sav.,GSK,-32.7,,,1.0,
Pagėgių sav.,KGD,11.54,,,2.0,
Pagėgių sav.,M,17.0,,,1.0,
Pagėgių sav.,ZNP,71.0,,,3.0,
Pagėgių sav.,RIP,6.79,,,2.0,
Pagėgių sav.,NII,33.0,,,1.0,
Pagėgių sav.,INI,,,,,
Pagėgių sav.,PVI,2.5,,,1.0,
Pagėgių sav.,KNI,2.00,,,1.0,
Pagėgių sav.,NG,,,,,
Pagėgių sav.,PVA,2.0,,,1.0,
Pagėgių sav.,STP,19.0,,,3.0,
Pagėgių sav.,KPO,5.3,,,1.0,
Šilalės r. sav.,NL,7.5,,,3.0,
Šilalės r. sav.,IBD,25.9,,,2.0,
Šilalės r. sav.,LLS,49.2,,,3.0,
Šilalės r. sav.,MPM,15.7,,,3.0,
Šilalės r. sav.,MMA,66.7,,,1.0,
Šilalės r. sav.,EIS,1.2,,,3.0,
Šilalės r. sav.,VTP,22.8,,,1.0,
Šilalės r. sav.,KGP,0.0,,,1.0,
Šilalės r. sav.,OUP,0.05,,,3.0,
Šilalės r. sav.,KPD,19.0,,,1.0,
Šilalės r. sav.,GVT,85.0,,,3.0,
Šilalės r. sav.,VBN,53.0,,,2.0,
Šilalės r. sav.,CTS,10.0,,,1.0,
Šilalės r. sav.,NZP,38.0,,,1.0,
Šilalės r. sav.,VTD,70.00,,,3.0,
Šilalės r. sav.,OIT,67.03,,,3.0,
Šilalės r. sav.,EDD,2.3,,,2.0,
Šilalės r. sav.,NDU,492.0,,,1.0,
Šilalės r. sav.,TUI,0.0,,,1.0,
Šilalės r. sav.,MIG,0.4,,,1.0,
Šilalės r. sav.,PVG,1.6,,,1.0,
Šilalės r. sav.,UGD,51.2,,,3.0,
Šilalės r. sav.,NM,-0.02,,,1.0,
Šilalės r. sav.,SLD,4.9,,,2.0,
Šilalės r. sav.,DAG,62.0,,,2.0,
Šilalės r. sav.,PAG,21.0,,,3.0,
Šilalės r. sav.,USS,2.8,,,1.0,
Šilalės r. sav.,GSM,-14.07,,,2.0,
Šilalės r. sav.,GSK,-25.0,,,1.0,
Šilalės r. sav.,KGD,10.61,,,3.0,
Šilalės r. sav.,M,29.0,,,2.0,
Šilalės r. sav.,ZNP,60.0,,,3.0,
Šilalės r. sav.,RIP,4.44,,,1.0,
Šilalės r. sav.,NII,10.0,,,1.0,
Šilalės r. sav.,INI,,,,,
Šilalės r. sav.,PVI,3.8,,,1.0,
Šilalės r. sav.,KNI,25.00,,,1.0,
Šilalės r. sav.,NG,,,,,
Šilalės r. sav.,PVA,1.7,,,1.0,
Šilalės r. sav.,STP,13.0,,,3.0,
Šilalės r. sav.,KPO,7.5,,,2.0,
Tauragės r. sav.,NL,10.8,,,2.0,
Tauragės r. sav.,IBD,42.0,,,1.0,
Tauragės r. sav.,LLS,68.4,,,3.0,
Tauragės r. sav.,MPM,12.7,,,2.0,
Tauragės r. sav.,MMA,67.5,,,1.0,
Tauragės r. sav.,EIS,0.9,,,3.0,
Tauragės r. sav.,VTP,32.7,,,2.0,
Tauragės r. sav.,KGP,0.0,,,1.0,
Tauragės r. sav.,OUP,0.07,,,2.0,
Tauragės r. sav.,KPD,20.0,,,1.0,
Tauragės r. sav.,GVT,67.0,,,2.0,
Tauragės r. sav.,VBN,61.0,,,2.0,
Tauragės r. sav.,CTS,12.0,,,1.0,
Tauragės r. sav.,NZP,48.0,,,2.0,
Tauragės r. sav.,VTD,78.00,,,3.0,
Tauragės r. sav.,OIT,367.79,,,3.0,
Tauragės r. sav.,EDD,1.8,,,2.0,
Tauragės r. sav.,NDU,494.0,,,1.0,
Tauragės r. sav.,TUI,0.7,,,1.0,
Tauragės r. sav.,MIG,1.0,,,1.0,
Tauragės r. sav.,PVG,2.9,,,1.0,
Tauragės r. sav.,UGD,44.1,,,2.0,
Tauragės r. sav.,NM,-0.02,,,1.0,
Tauragės r. sav.,SLD,4.8,,,2.0,
Tauragės r. sav.,DAG,62.0,,,2.0,
Tauragės r. sav.,PAG,23.0,,,2.0,
Tauragės r. sav.,USS,4.2,,,2.0,
Tauragės r. sav.,GSM,-21.19,,,2.0,
Tauragės r. sav.,GSK,-25.0,,,1.0,
Tauragės r. sav.,KGD,15.82,,,2.0,
Tauragės r. sav.,M,39.0,,,2.0,
Tauragės r. sav.,ZNP,50.0,,,2.0,
Tauragės r. sav.,RIP,4.71,,,1.0,
Tauragės r. sav.,NII,41.0,,,1.0,
Tauragės r. sav.,INI,,,,,
Tauragės r. sav.,PVI,24.4,,,2.0,
Tauragės r. sav.,KNI,,,,,
Tauragės r. sav.,NG,,,,,
Tauragės r. sav.,PVA,3.5,,,1.0,
Tauragės r. sav.,STP,24.0,,,3.0,
Tauragės r. sav.,KPO,4.9,,,1.0,
Mažeikių r. sav.,NL,11.0,,,2.0,
Mažeikių r. sav.,IBD,48.8,,,1.0,
Mažeikių r. sav.,LLS,43.8,,,3.0,
Mažeikių r. sav.,MPM,14.0,,,3.0,
Mažeikių r. sav.,MMA,76.4,,,3.0,
Mažeikių r. sav.,EIS,1.0,,,3.0,
Mažeikių r. sav.,VTP,33.8,,,2.0,
Mažeikių r. sav.,KGP,13.0,,,1.0,
Mažeikių r. sav.,OUP,0.06,,,2.0,
Mažeikių r. sav.,KPD,28.0,,,1.0,
Mažeikių r. sav.,GVT,83.0,,,3.0,
Mažeikių r. sav.,VBN,78.0,,,3.0,
Mažeikių r. sav.,CTS,27.0,,,2.0,
Mažeikių r. sav.,NZP,37.0,,,1.0,
Mažeikių r. sav.,VTD,65.00,,,2.0,
Mažeikių r. sav.,OIT,"24,674.74",,,1.0,
Mažeikių r. sav.,EDD,1.6,,,2.0,
Mažeikių r. sav.,NDU,576.6,,,2.0,
Mažeikių r. sav.,TUI,6.3,,,3.0,
Mažeikių r. sav.,MIG,1.4,,,2.0,
Mažeikių r. sav.,PVG,8.3,,,3.0,
Mažeikių r. sav.,UGD,46.9,,,3.0,
Mažeikių r. sav.,NM,-0.02,,,1.0,
Mažeikių r. sav.,SLD,4.5,,,1.0,
Mažeikių r. sav.,DAG,63.0,,,2.0,
Mažeikių r. sav.,PAG,19.0,,,3.0,
Mažeikių r. sav.,USS,4.1,,,2.0,
Mažeikių r. sav.,GSM,-18.06,,,2.0,
Mažeikių r. sav.,GSK,-20.0,,,1.0,
Mažeikių r. sav.,KGD,9.24,,,3.0,
Mažeikių r. sav.,M,30.0,,,2.0,
Mažeikių r. sav.,ZNP,60.0,,,3.0,
Mažeikių r. sav.,RIP,4.0,,,1.0,
Mažeikių r. sav.,NII,30.0,,,1.0,
Mažeikių r. sav.,INI,,,,,
Mažeikių r. sav.,PVI,21.5,,,1.0,
Mažeikių r. sav.,KNI,205.00,,,1.0,
Mažeikių r. sav.,NG,,,,,
Mažeikių r. sav.,PVA,6.4,,,2.0,
Mažeikių r. sav.,STP,9.0,,,3.0,
Mažeikių r. sav.,KPO,7.1,,,2.0,
Plungės r. sav.,NL,7.1,,,3.0,
Plungės r. sav.,IBD,28.6,,,2.0,
Plungės r. sav.,LLS,53.0,,,3.0,
Plungės r. sav.,MPM,14.0,,,3.0,
Plungės r. sav.,MMA,72.2,,,2.0,
Plungės r. sav.,EIS,0.7,,,3.0,
Plungės r. sav.,VTP,31.2,,,2.0,
Plungės r. sav.,KGP,22.0,,,2.0,
Plungės r. sav.,OUP,0.04,,,3.0,
Plungės r. sav.,KPD,19.0,,,1.0,
Plungės r. sav.,GVT,86.0,,,3.0,
Plungės r. sav.,VBN,76.0,,,3.0,
Plungės r. sav.,CTS,17.0,,,1.0,
Plungės r. sav.,NZP,49.0,,,2.0,
Plungės r. sav.,VTD,83.00,,,3.0,
Plungės r. sav.,OIT,745.89,,,2.0,
Plungės r. sav.,EDD,1.8,,,2.0,
Plungės r. sav.,NDU,494.6,,,1.0,
Plungės r. sav.,TUI,0.6,,,1.0,
Plungės r. sav.,MIG,0.9,,,1.0,
Plungės r. sav.,PVG,3.1,,,1.0,
Plungės r. sav.,UGD,42.2,,,2.0,
Plungės r. sav.,NM,-0.02,,,1.0,
Plungės r. sav.,SLD,5.4,,,2.0,
Plungės r. sav.,DAG,62.0,,,2.0,
Plungės r. sav.,PAG,22.0,,,2.0,
Plungės r. sav.,USS,3.6,,,2.0,
Plungės r. sav.,GSM,-20.66,,,2.0,
Plungės r. sav.,GSK,-18.4,,,1.0,
Plungės r. sav.,KGD,5.53,,,3.0,
Plungės r. sav.,M,36.0,,,2.0,
Plungės r. sav.,ZNP,51.0,,,2.0,
Plungės r. sav.,RIP,5.19,,,1.0,
Plungės r. sav.,NII,35.0,,,1.0,
Plungės r. sav.,INI,0.3,,,1.0,
Plungės r. sav.,PVI,17.4,,,1.0,
Plungės r. sav.,KNI,67.00,,,1.0,
Plungės r. sav.,NG,0.0,,,1.0,
Plungės r. sav.,PVA,4.9,,,2.0,
Plungės r. sav.,STP,34.0,,,2.0,
Plungės r. sav.,KPO,8.3,,,2.0,
Rietavo sav.,NL,6.8,,,3.0,
Rietavo sav.,IBD,31.0,,,2.0,
Rietavo sav.,LLS,31.1,,,2.0,
Rietavo sav.,MPM,15.5,,,3.0,
Rietavo sav.,MMA,68.6,,,1.0,
Rietavo sav.,EIS,1.0,,,3.0,
Rietavo sav.,VTP,14.8,,,1.0,
Rietavo sav.,KGP,0.0,,,1.0,
Rietavo sav.,OUP,0.04,,,3.0,
Rietavo sav.,KPD,29.0,,,1.0,
Rietavo sav.,GVT,,,,,
Rietavo sav.,VBN,,,,,
Rietavo sav.,CTS,,,,,
Rietavo sav.,NZP,62.0,,,2.0,
Rietavo sav.,VTD,92.00,,,3.0,
Rietavo sav.,OIT,248.13,,,3.0,
Rietavo sav.,EDD,0.4,,,3.0,
Rietavo sav.,NDU,499.3,,,1.0,
Rietavo sav.,TUI,0.0,,,1.0,
Rietavo sav.,MIG,0.8,,,1.0,
Rietavo sav.,PVG,2.1,,,1.0,
Rietavo sav.,UGD,44.0,,,2.0,
Rietavo sav.,NM,-0.02,,,1.0,
Rietavo sav.,SLD,4.7,,,2.0,
Rietavo sav.,DAG,62.0,,,2.0,
Rietavo sav.,PAG,22.0,,,2.0,
Rietavo sav.,USS,3.5,,,1.0,
Rietavo sav.,GSM,-13.62,,,2.0,
Rietavo sav.,GSK,-33.0,,,1.0,
Rietavo sav.,KGD,13.08,,,2.0,
Rietavo sav.,M,54.0,,,3.0,
Rietavo sav.,ZNP,38.0,,,2.0,
Rietavo sav.,RIP,4.77,,,1.0,
Rietavo sav.,NII,23.0,,,1.0,
Rietavo sav.,INI,,,,,
Rietavo sav.,PVI,0.9,,,1.0,
Rietavo sav.,KNI,51.00,,,1.0,
Rietavo sav.,NG,,,,,
Rietavo sav.,PVA,0.1,,,1.0,
Rietavo sav.,STP,12.0,,,3.0,
Rietavo sav.,KPO,4.3,,,1.0,
Telšių r. sav.,NL,7.4,,,3.0,
Telšių r. sav.,IBD,30.9,,,2.0,
Telšių r. sav.,LLS,65.1,,,3.0,
Telšių r. sav.,MPM,17.3,,,3.0,
Telšių r. sav.,MMA,69.4,,,1.0,
Telšių r. sav.,EIS,1.1,,,3.0,
Telšių r. sav.,VTP,23.2,,,1.0,
Telšių r. sav.,KGP,17.0,,,2.0,
Telšių r. sav.,OUP,0.05,,,3.0,
Telšių r. sav.,KPD,23.0,,,1.0,
Telšių r. sav.,GVT,84.0,,,3.0,
Telšių r. sav.,VBN,73.0,,,3.0,
Telšių r. sav.,CTS,16.0,,,1.0,
Telšių r. sav.,NZP,49.0,,,2.0,
Telšių r. sav.,VTD,69.00,,,3.0,
Telšių r. sav.,OIT,669.42,,,3.0,
Telšių r. sav.,EDD,1.5,,,2.0,
Telšių r. sav.,NDU,525.6,,,1.0,
Telšių r. sav.,TUI,0.2,,,1.0,
Telšių r. sav.,MIG,1.0,,,1.0,
Telšių r. sav.,PVG,2.7,,,1.0,
Telšių r. sav.,UGD,43.4,,,2.0,
Telšių r. sav.,NM,-0.02,,,1.0,
Telšių r. sav.,SLD,4.3,,,1.0,
Telšių r. sav.,DAG,60.0,,,1.0,
Telšių r. sav.,PAG,24.0,,,2.0,
Telšių r. sav.,USS,3.5,,,1.0,
Telšių r. sav.,GSM,-24.91,,,1.0,
Telšių r. sav.,GSK,-26.1,,,1.0,
Telšių r. sav.,KGD,16.54,,,2.0,
Telšių r. sav.,M,36.0,,,2.0,
Telšių r. sav.,ZNP,52.0,,,3.0,
Telšių r. sav.,RIP,5.56,,,1.0,
Telšių r. sav.,NII,32.0,,,1.0,
Telšių r. sav.,INI,,,,,
Telšių r. sav.,PVI,26.6,,,2.0,
Telšių r. sav.,KNI,330.00,,,2.0,
Telšių r. sav.,NG,,,,,
Telšių r. sav.,PVA,6.7,,,2.0,
Telšių r. sav.,STP,21.0,,,3.0,
Telšių r. sav.,KPO,7.7,,,2.0,
Anykščių r. sav.,NL,10.8,,,2.0,
Anykščių r. sav.,IBD,41.6,,,1.0,
Anykščių r. sav.,LLS,81.6,,,3.0,
Anykščių r. sav.,MPM,19.1,,,3.0,
Anykščių r. sav.,MMA,71.2,,,2.0,
Anykščių r. sav.,EIS,1.05,,,3.0,
Anykščių r. sav.,VTP,28.2,,,2.0,
Anykščių r. sav.,KGP,0.0,,,1.0,
Anykščių r. sav.,OUP,0.06,,,3.0,
Anykščių r. sav.,KPD,28.0,,,1.0,
Anykščių r. sav.,GVT,51.0,,,2.0,
Anykščių r. sav.,VBN,38.0,,,1.0,
Anykščių r. sav.,CTS,12.0,,,1.0,
Anykščių r. sav.,NZP,49.0,,,2.0,
Anykščių r. sav.,VTD,79.00,,,3.0,
Anykščių r. sav.,OIT,251.76,,,3.0,
Anykščių r. sav.,EDD,1.7,,,2.0,
Anykščių r. sav.,NDU,480.0,,,1.0,
Anykščių r. sav.,TUI,0.3,,,1.0,
Anykščių r. sav.,MIG,0.4,,,1.0,
Anykščių r. sav.,PVG,1.6,,,1.0,
Anykščių r. sav.,UGD,40.0,,,2.0,
Anykščių r. sav.,NM,-0.02,,,1.0,
Anykščių r. sav.,SLD,3.9,,,1.0,
Anykščių r. sav.,DAG,59.0,,,1.0,
Anykščių r. sav.,PAG,29.0,,,1.0,
Anykščių r. sav.,USS,3.1,,,1.0,
Anykščių r. sav.,GSM,-20.55,,,2.0,
Anykščių r. sav.,GSK,-30.0,,,1.0,
Anykščių r. sav.,KGD,30.61,,,1.0,
Anykščių r. sav.,M,33.0,,,2.0,
Anykščių r. sav.,ZNP,54.0,,,3.0,
Anykščių r. sav.,RIP,5.2,,,1.0,
Anykščių r. sav.,NII,30.0,,,1.0,
Anykščių r. sav.,INI,,,,,
Anykščių r. sav.,PVI,12.5,,,1.0,
Anykščių r. sav.,KNI,317.00,,,2.0,
Anykščių r. sav.,NG,,,,,
Anykščių r. sav.,PVA,2.2,,,1.0,
Anykščių r. sav.,STP,20.0,,,3.0,
Anykščių r. sav.,KPO,6.1,,,1.0,
Ignalinos r. sav.,NL,15.4,,,1.0,
Ignalinos r. sav.,IBD,53.9,,,1.0,
Ignalinos r. sav.,LLS,54.1,,,3.0,
Ignalinos r. sav.,MPM,19.8,,,2.0,
Ignalinos r. sav.,MMA,70.8,,,1.0,
Ignalinos r. sav.,EIS,0.37,,,3.0,
Ignalinos r. sav.,VTP,35.7,,,2.0,
Ignalinos r. sav.,KGP,22.0,,,2.0,
Ignalinos r. sav.,OUP,0.07,,,2.0,
Ignalinos r. sav.,KPD,26.0,,,1.0,
Ignalinos r. sav.,GVT,70.0,,,2.0,
Ignalinos r. sav.,VBN,52.0,,,2.0,
Ignalinos r. sav.,CTS,15.0,,,1.0,
Ignalinos r. sav.,NZP,62.0,,,2.0,
Ignalinos r. sav.,VTD,80.00,,,3.0,
Ignalinos r. sav.,OIT,177.25,,,3.0,
Ignalinos r. sav.,EDD,2.9,,,1.0,
Ignalinos r. sav.,NDU,495.0,,,1.0,
Ignalinos r. sav.,TUI,0.3,,,1.0,
Ignalinos r. sav.,MIG,0.3,,,1.0,
Ignalinos r. sav.,PVG,1.2,,,1.0,
Ignalinos r. sav.,UGD,38.6,,,2.0,
Ignalinos r. sav.,NM,-0.01,,,2.0,
Ignalinos r. sav.,SLD,3.1,,,1.0,
Ignalinos r. sav.,DAG,57.0,,,1.0,
Ignalinos r. sav.,PAG,31.0,,,1.0,
Ignalinos r. sav.,USS,2.5,,,1.0,
Ignalinos r. sav.,GSM,-17.71,,,2.0,
Ignalinos r. sav.,GSK,-35.0,,,1.0,
Ignalinos r. sav.,KGD,24.57,,,1.0,
Ignalinos r. sav.,M,36.0,,,2.0,
Ignalinos r. sav.,ZNP,42.0,,,2.0,
Ignalinos r. sav.,RIP,7.88,,,3.0,
Ignalinos r. sav.,NII,76.0,,,2.0,
Ignalinos r. sav.,INI,,,,,
Ignalinos r. sav.,PVI,3.0,,,1.0,
Ignalinos r. sav.,KNI,85.00,,,1.0,
Ignalinos r. sav.,NG,,,,,
